Comments,objectid,barcode_id,RunId_12SVert,RunId_trnL,DateRun,DateFirstAnalyzed,Reads_12SVert,ESVs_12SVert,Reads_trnL,ESVs_trnL,country,name_of_park,location,location_other,date,year,time,latitude,longitude,habitat_final,habitat,habitat_other,has_it_rained_in_the_past_week,sample_type,species_id,species_id_dna,species_id_dna_common,species_id_other,faecal_age,faecal_age_other,faecal_texture,species_sex,species_age,latrine,swab,swab_barcode_id,collector,notes,kafue_section,znp_written_ID,znp_assumption
,3179,S079553,,,,,,,,,rwanda,akagera,park,,2024-08-26 00:00:00,2024,0.50069444444444444,-1.592276667,30.64234833,grassland,grassland,,no,faecal,jackal_side_striped,,,,3-7_days,,soft,unknown,adult,no,no,,Adrien,Grassland at Mutumba hill.,,,
,3122,S079554,,,,,,,,,rwanda,akagera,control,,2024-08-25 00:00:00,2024,0.5708333333333333,-1.907408014,30.68081226,agriculture,other,Cropland,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,unknown,no,no,,Adrien,,,,
,3764,S079555,,,,,,,,,rwanda,akagera,park,,2024-09-16 00:00:00,2024,0.37986111111111109,-1.867588333,30.73878333,woodland,woodland,,yes,faecal,buffalo_cape,,,,<24hr,,soft,unknown,unknown,no,no,,Adrien,,,,
,5375,S079556,,,,,,,,,rwanda,akagera,park,,2024-11-28 00:00:00,2024,0.4375,-1.4481017,30.5669717,savanna_woodland,savanna_woodland,,yes,faecal,lion,,,,1-2_days,,diarrhea,unknown,unknown,no,no,,AN,,,,
,3796,S079557,,,,,,,,,rwanda,akagera,park,,2024-09-17 00:00:00,2024,0.51388888888888884,-1.592131667,30.642585,grassland,grassland,,no,faecal,warthog,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,3773,S079558,,,,,,,,,rwanda,akagera,control,,2024-09-16 00:00:00,2024,0.55625000000000002,-1.461895,30.55534,savanna_woodland,savanna_woodland,,no,faecal,zebra_plains,,,,<24hr,,soft,unknown,adult,no,no,,Adrien,Farmland,,,
,3685,S079559,,,,,,,,,rwanda,akagera,park,,2024-09-14 00:00:00,2024,0.44305555555555554,-1.878105593,30.73706263,savanna_woodland,savanna_woodland,,yes,faecal,elephant_savanna,,,,<24hr,,soft,male,adult,no,no,,EEM,"Very fresh, likely within one hour. Elephant peed close to the sample. Likely EM17.",,,
,3822,S079560,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.57847222222222228,-1.466091667,30.67726833,savanna_woodland,savanna_woodland,,no,faecal,mongoose,,,mongoose,<24hr,,hard,unknown,unknown,yes,no,,SM,Small dungs wich are in latrine,,,
,5382,S079561,,,,,,,,,rwanda,akagera,park,,2024-12-09 00:00:00,2024,0.71111111111111114,-1.442951667,30.547065,grassland,grassland,,yes,faecal,topi,,,,1-2_days,,soft,unknown,unknown,no,no,,AN,,,,
,3759,S079562,,,,,,,,,rwanda,akagera,control,,2024-09-11 00:00:00,2024,0.46250000000000002,-1.900095,30.68192333,savanna_woodland,savanna_woodland,,no,faecal,genet,,,genet,3-7_days,,hard,unknown,unknown,yes,no,,SM,,,,
,3823,S079563,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.58819444444444446,-1.465778333,30.6763,savanna_woodland,savanna_woodland,,no,faecal,impala,,,,<24hr,,hard,male,adult,yes,no,,SM,,,,
,3802,S079564,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.38819444444444445,-1.68893,30.69231667,savanna_woodland,savanna_woodland,,no,faecal,elephant_savanna,,,,<24hr,,soft,unknown,adult,no,no,,Adrien,,,,
,3943,S079565,,,,,,,,,rwanda,akagera,park,,2024-09-20 00:00:00,2024,0.48888888888888887,-1.54118,30.71172167,savanna_woodland,savanna_woodland,,no,faecal,elephant_savanna,,,,<24hr,,soft,unknown,adult,no,no,,,May be Male elephant we met like in 30 m,,,
,3182,S079567,,,,,,,,,rwanda,akagera,park,,2024-08-26 00:00:00,2024,0.59513888888888888,-1.44351,30.5471,savanna_woodland,savanna_woodland,,no,faecal,impala,,,,1-2_days,,soft,unknown,unknown,no,no,,Adrien,,,,
,3938,S079568,,,,,,,,,rwanda,akagera,park,,2024-09-20 00:00:00,2024,0.45277777777777778,-1.618471667,30.69274,savanna_woodland,savanna_woodland,,no,faecal,topi,,,,<24hr,,hard,unknown,unknown,no,no,,SM,Near wetland,,,
,3519,S079569,,,,,,,,,rwanda,akagera,park,,2024-09-05 00:00:00,2024,0.40763888888888888,-1.543885,30.72358833,woodland,woodland,,no,faecal,baboon_olive,,,,<24hr,,soft,unknown,adult,no,no,,Adrien,,,,
,5327,S079570,,,,,,,,,rwanda,akagera,park,,2024-11-25 00:00:00,2024,0.65902777777777777,-1.40601,30.588725,grassland,grassland,,yes,faecal,waterbuck_defassa,,,,<24hr,,soft,unknown,adult,no,no,,AN,,,,
,3824,S079571,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.58958333333333335,-1.465763333,30.676345,savanna_woodland,savanna_woodland,,no,faecal,impala,,,,<24hr,,hard,male,adult,yes,no,,SM,,,,
,3774,S079572,,,,,,,,,rwanda,akagera,control,,2024-09-16 00:00:00,2024,0.56041666666666667,-1.461246667,30.55645167,savanna_woodland,savanna_woodland,,no,faecal,zebra_plains,,,,<24hr,,soft,unknown,juvenile,no,no,,Adrien,Farmland & Agriculture,,,
,3792,S079573,,,,,,,,,rwanda,akagera,park,,2024-09-17 00:00:00,2024,0.47222222222222221,-1.597995,30.64614167,savanna_woodland,"savanna_woodland,grassland",,no,faecal,zebra_plains,,,,<24hr,,soft,unknown,unknown,no,no,,Adrien,Grassland savanna,,,
,3803,S079574,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.48680555555555555,-1.491131667,30.70229833,savanna_woodland,savanna_woodland,,no,faecal,rhino_black,,,,<24hr,,soft,unknown,unknown,yes,no,,Adrien,,,,
,3967,S079575,,,,,,,,,rwanda,akagera,park,,2024-09-20 00:00:00,2024,0.41458333333333336,-1.705505,30.71040833,savanna_woodland,savanna_woodland,,no,faecal,elephant_savanna,,,,<24hr,,soft,unknown,adult,no,no,,SM,,,,
,3818,S079576,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.39930555555555558,-1.6683,30.68840667,woodland,woodland,,no,faecal,buffalo_cape,,,,<24hr,,diarrhea,unknown,unknown,no,no,,SM,Burned habitat,,,
,3806,S079577,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.54305555555555551,-1.500961667,30.70747333,grassland,grassland,,no,faecal,warthog,,,,<24hr,,soft,unknown,unknown,no,no,,Adrien,,,,
,3535,S079578,,,,,,,,,rwanda,akagera,park,,2024-09-05 00:00:00,2024,0.65347222222222223,-1.544431667,30.71754833,savanna_woodland,"savanna_woodland,woodland",,no,faecal,zebra_plains,,,,<24hr,,soft,unknown,adult,no,no,,Adrien,,,,
,3815,S079579,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.61388888888888893,-1.459303333,30.67341167,grassland,grassland,,no,faecal,hyaena_spotted,,,,3-7_days,,hard,unknown,unknown,no,no,,Adrien,,,,
,3810,S079580,,,,,,,,,rwanda,akagera,park,,2024-09-18 00:00:00,2024,0.59722222222222221,-1.463571667,30.67425,grassland,grassland,,no,faecal,warthog,,,,<24hr,,soft,unknown,unknown,no,no,,Adrien,,,,
,3790,S079581,,,,,,,,,rwanda,akagera,park,,2024-09-17 00:00:00,2024,0.375,-1.857658333,30.74132333,woodland,woodland,,no,faecal,baboon_olive,,,,<24hr,,soft,unknown,unknown,no,no,,Adrien,,,,
,3529,S079582,,,,,,,,,rwanda,akagera,park,,2024-09-05 00:00:00,2024,0.47916666666666669,-1.507155,30.65508667,wetlands,wetlands,,no,faecal,waterbuck_defassa,,,,observed,,soft,female,juvenile,no,no,,Adrien,,,,
,3831,S079583,,,,,,,,,rwanda,akagera,park,,2024-09-19 00:00:00,2024,0.39583333333333331,-1.510143333,30.68337167,savanna_woodland,savanna_woodland,,no,faecal,baboon_olive,,,,<24hr,,soft,unknown,unknown,no,no,,Adrien,,,,
,5352,S079584,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.36249999999999999,-1.422961667,30.58363333,grassland,grassland,,yes,faecal,topi,,,,<24hr,,soft,unknown,adult,no,no,,AN,,,,
,5320,S079586,,,,,,,,,rwanda,akagera,park,,2024-11-25 00:00:00,2024,0.59930555555555554,-1.463230467,30.5602725,woodland,woodland,,yes,faecal,rhino_black,,,,<24hr,,soft,unknown,adult,yes,no,,ET,,,,
,5307,S079587,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.57152777777777775,-1.897390217,30.66511123,shrubland,other,Natural bushland,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,unknown,no,no,,ET,,,,
,5195,S079590,,,,,,,,,rwanda,akagera,park,,2024-11-08 00:00:00,2024,0.38819444444444445,-1.546258333,30.723195,woodland,woodland,,yes,faecal,giraffe,,,,<24hr,,soft,unknown,unknown,no,no,,ET,,,,
,5310,S079593,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.59375,-1.8990383,30.66669375,shrubland,other,Natural bushland,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,unknown,no,no,,ET,,,,
,5286,S079595,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.35694444444444445,-1.9187447,30.67633893,grassland,grassland,,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,ET,Used as farmland recently,,,
,5243,S079597,,,,,,,,,rwanda,akagera,park,,2024-11-18 00:00:00,2024,0.42638888888888887,-1.84404,30.68664167,woodland,woodland,,yes,faecal,impala,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5330,S079598,,,,,,,,,rwanda,akagera,park,,2024-11-25 00:00:00,2024,0.70208333333333328,-1.417795,30.57665167,grassland,grassland,,yes,faecal,zebra_plains,,,,<24hr,,soft,unknown,adult,no,no,,SM,,,,
,5278,S079600,,,,,,,,,rwanda,akagera,park,,2024-11-21 00:00:00,2024,0.56736111111111109,-1.89744,30.665125,agriculture,other,Farmland,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,unknown,no,no,,ET,,,,
,5353,S079601,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.43611111111111112,-1.508411667,30.64204667,grassland,grassland,,yes,faecal,hippopotamus,,,,<24hr,,soft,unknown,adult,yes,no,,AN,,,,
,5304,S079602,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.51180555555555551,-1.892114917,30.66721238,agriculture,other,Farmland,yes,faecal,goat,,,Goat,observed,,soft,female,adult,no,no,,ET,,,,
,5365,S079603,,,,,,,,,rwanda,akagera,park,,2024-11-27 00:00:00,2024,0.6645833333333333,-1.453283333,30.55519833,savanna_woodland,savanna_woodland,,yes,faecal,hyaena_spotted,,,,3-7_days,,hard,unknown,adult,yes,no,,AN,,,,
,5285,S079605,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.7,-1.892888333,30.66588333,agriculture,other,Farmland,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,juvenile,no,no,,AN,,,,
,5452,S079606,,,,,,,,,rwanda,akagera,park,,2024-12-18 00:00:00,2024,0.44513888888888886,-1.43432,30.630225,savanna_woodland,savanna_woodland,,yes,faecal,lion,,,,1-2_days,,soft,unknown,unknown,no,no,,AN,Near the kill,,,
,5290,S079607,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.37430555555555556,-1.91878435,30.67684692,grassland,grassland,,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,ET,Still farmland and recently used to be cultivated,,,
,5355,S079608,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.70138888888888884,-1.485715,30.59460833,grassland,grassland,,yes,faecal,topi,,,,observed,,soft,male,adult,no,no,,AN,,,,
,5269,S079609,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.36041666666666666,-1.918761667,30.676265,grassland,grassland,,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,unknown,no,no,,SM,,,,
,5358,S079610,,,,,,,,,rwanda,akagera,park,,2024-11-27 00:00:00,2024,0.37361111111111112,-1.890098483,30.68439392,woodland,woodland,,yes,faecal,hyaena_spotted,,,,<24hr,,soft,unknown,adult,no,no,,DU,"Some fur within the dung, and the reason I mentioned Hyena is that they are very fresh but becoming hard very fast due to feeding on bones and we use to collect hyena dung in this habitat",,,
,5279,S079611,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.6118055555555556,-1.8642679,30.688107,shrubland,other,Natural bushland,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5362,S079616,,,,,,,,,rwanda,akagera,park,,2024-11-27 00:00:00,2024,0.72013888888888888,-1.419925,30.58091667,grassland,grassland,,yes,faecal,rhino_white,,,,<24hr,,soft,unknown,unknown,yes,no,,AN,,,,
,5228,S079619,,,,,,,,,rwanda,akagera,park,,2024-11-13 00:00:00,2024,0.59444444444444444,-1.689493333,30.692285,woodland,woodland,,yes,faecal,hyaena_spotted,,,,3-7_days,,hard,unknown,unknown,yes,no,,SM,,,,
,5287,S079620,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.64861111111111114,-1.898535467,30.663581,shrubland,other,Natural bushland,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,unknown,no,no,,AN,,,,
,5360,S079621,,,,,,,,,rwanda,akagera,park,,2024-11-27 00:00:00,2024,0.47152777777777777,-1.715490967,30.7339057,woodland,woodland,,yes,faecal,giraffe,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5357,S079622,,,,,,,,,rwanda,akagera,park,,2024-11-27 00:00:00,2024,0.34097222222222223,-1.878926183,30.70489398,woodland,woodland,,yes,faecal,leopard,,,,<24hr,,soft,unknown,juvenile,no,yes,S093702,ET,,,,
,5341,S079623,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.44791666666666669,-1.6489785,30.68505678,savanna_woodland,savanna_woodland,,yes,faecal,giraffe,,,,<24hr,,soft,unknown,adult,no,no,,,,,,
,5318,S079624,,,,,,,,,rwanda,akagera,park,,2024-11-25 00:00:00,2024,0.4861111111111111,-1.696934567,30.69941455,woodland,woodland,,yes,faecal,giraffe,,,,<24hr,,soft,unknown,adult,no,no,,SM,,,,
,5373,S079625,,,,,,,,,rwanda,akagera,park,,2024-11-28 00:00:00,2024,0.36041666666666666,-1.4228,30.5579167,savanna_woodland,savanna_woodland,,yes,faecal,hyaena_spotted,,,,3-7_days,,hard,unknown,unknown,no,no,,AN,At least 7 days.,,,
,5346,S079626,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.56388888888888888,-1.77937245,30.71420077,savanna_woodland,savanna_woodland,,yes,faecal,eland,,,,<24hr,,soft,unknown,adult,no,no,,ND,,,,
,5226,S079628,,,,,,,,,rwanda,akagera,park,,2024-11-12 00:00:00,2024,0.45347222222222222,-1.68891,30.731705,woodland,woodland,,yes,faecal,impala,,,,<24hr,,soft,unknown,unknown,yes,no,,,,,,
,5311,S079631,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.62847222222222221,-1.899073017,30.66802643,shrubland,other,Natural bishland/ dominated by stone,yes,faecal,cow,,,Cow,<24hr,,diarrhea,unknown,unknown,no,no,,ET,,,,
,5267,S079634,,,,,,,,,rwanda,akagera,park,,2024-11-20 00:00:00,2024,0.49513888888888891,-1.428325,30.59170333,grassland,grassland,,yes,faecal,rhino_white,,,,observed,,soft,female,adult,yes,no,,SM,Bumwe in Kilala plain,,,
,5245,S079635,,,,,,,,,rwanda,akagera,park,,2024-11-18 00:00:00,2024,0.50416666666666665,-1.650653333,30.66237333,woodland,woodland,,yes,faecal,zebra_plains,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5302,S079636,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.4826388888888889,-1.899894967,30.67722208,shrubland,other,Natural bushland,yes,faecal,sheep,,,Sheep,<24hr,,soft,unknown,adult,no,no,,ET,"Few drops of rain at time of collecting
The sample might also be from the goat but because they mixed togather but probably is the sheep according to its shape and experience from cowboys",,,
,5366,S079639,,,,,,,,,rwanda,akagera,park,,2024-11-27 00:00:00,2024,0.66805555555555551,-1.453373333,30.55526333,savanna_woodland,savanna_woodland,,yes,faecal,hyaena_spotted,,,,3-7_days,,hard,unknown,unknown,yes,no,,AN,,,,
,5345,S079644,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.56111111111111112,-1.77930235,30.7142781,savanna_woodland,savanna_woodland,,yes,faecal,eland,,,,<24hr,,soft,unknown,adult,no,no,,EN,,,,
,5316,S079646,,,,,,,,,rwanda,akagera,park,,2024-11-25 00:00:00,2024,0.41388888888888886,-1.806050117,30.74208073,woodland,woodland,,yes,faecal,waterbuck_defassa,,,,<24hr,,soft,unknown,adult,no,no,,SM,,,,
,5381,S079647,,,,,,,,,rwanda,akagera,park,,2024-12-09 00:00:00,2024,0.45208333333333334,-1.540463333,30.70948333,savanna_woodland,savanna_woodland,,yes,faecal,waterbuck_defassa,,,,<24hr,,soft,unknown,adult,no,no,,AN,Dung beetles on dung,,,
,5298,S079648,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.44166666666666665,-1.916956833,30.67791675,grassland,grassland,,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,ET,Still used as a farmland,,,
,5284,S079649,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.69722222222222219,-1.892883333,30.66610833,agriculture,other,Farmland,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,AN,,,,
,5348,S079650,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.57013888888888886,-1.779312467,30.71462007,savanna_woodland,savanna_woodland,,yes,faecal,eland,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5252,S079651,,,,,,,,,rwanda,akagera,park,,2024-11-19 00:00:00,2024,0.34652777777777777,-1.8822763,30.6996061,woodland,woodland,,yes,faecal,hippopotamus,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5359,S079652,,,,,,,,,rwanda,akagera,park,,2024-11-27 00:00:00,2024,0.40555555555555556,-1.858174967,30.68674407,grassland,grassland,,yes,faecal,lion,,,,<24hr,,diarrhea,unknown,adult,no,no,,ET,There is some undigested grasses within dungs,,,
,5291,S079655,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.38194444444444442,-1.91907135,30.67686068,grassland,grassland,,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,unknown,no,no,,AN,,,,
,5266,S079656,,,,,,,,,rwanda,akagera,park,,2024-11-20 00:00:00,2024,0.34513888888888888,-1.893066667,30.70909,woodland,woodland,,yes,faecal,hippopotamus,,,,<24hr,,soft,unknown,unknown,no,no,,ET,,,,
,5288,S079658,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.70486111111111116,-1.892651917,30.66598157,agriculture,other,Farmland,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5309,S079660,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.58611111111111114,-1.898764283,30.66599943,shrubland,other,Natural bushland,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5224,S079662,,,,,,,,,rwanda,akagera,park,,2024-11-12 00:00:00,2024,0.43333333333333335,-1.690968333,30.73184667,woodland,woodland,,yes,faecal,impala,,,,<24hr,,soft,unknown,juvenile,no,no,,SM,,,,
,5296,S079663,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.42638888888888887,-1.91490515,30.67837407,agriculture,other,Farmland,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5324,S079664,,,,,,,,,rwanda,akagera,park,,2024-11-25 00:00:00,2024,0.68055555555555558,-1.696609033,30.69815335,woodland,woodland,,yes,faecal,giraffe,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5306,S079665,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.54652777777777772,-1.897525833,30.66411915,agriculture,other,Farmland,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5244,S079666,,,,,,,,,rwanda,akagera,park,,2024-11-18 00:00:00,2024,0.43125000000000002,-1.844005,30.68665167,woodland,woodland,,yes,faecal,impala,,,,<24hr,,soft,unknown,unknown,no,no,,EN,,,,
,5349,S079668,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.57152777777777775,-1.7793389,30.71457097,savanna_woodland,savanna_woodland,,yes,faecal,eland,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5254,S079669,,,,,,,,,rwanda,akagera,park,,2024-11-19 00:00:00,2024,0.43819444444444444,-1.628809517,30.65288413,savanna_woodland,savanna_woodland,,yes,faecal,topi,,,,<24hr,,hard,unknown,adult,no,no,,ET,,,,
,5325,S079670,,,,,,,,,rwanda,akagera,park,,2024-11-25 00:00:00,2024,0.68541666666666667,-1.6968872,30.69904457,woodland,woodland,,yes,faecal,giraffe,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5364,S079672,,,,,,,,,rwanda,akagera,park,,2024-11-27 00:00:00,2024,0.40833333333333333,-1.483106667,30.714055,savanna_woodland,savanna_woodland,,yes,faecal,leopard,,,,3-7_days,,soft,unknown,adult,no,no,,AN,"Fresh dungs, but it was rain on it. Unable to make a swab.",,,
,5322,S079674,,,,,,,,,rwanda,akagera,park,,2024-11-25 00:00:00,2024,0.64444444444444449,-1.588746533,30.64065292,savanna_woodland,savanna_woodland,,yes,faecal,warthog,,,,observed,,soft,female,adult,no,no,,ET,,,,
,5280,S079675,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.65555555555555556,-1.897255,30.66479833,shrubland,other,Natural bushland,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,unknown,no,no,,AN,,,,
,5299,S079677,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.46805555555555556,-1.8995344,30.67715182,shrubland,other,Natural bushland,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,ET,Few drops of rain,,,
,5371,S079678,,,,,,,,,rwanda,akagera,park,,2024-11-28 00:00:00,2024,0.60416666666666663,-1.4973558,30.6310195,savanna_woodland,savanna_woodland,,yes,faecal,giraffe,,,,observed,,soft,female,adult,no,no,,SM,,,,
,5247,S079680,,,,,,,,,rwanda,akagera,park,,2024-11-18 00:00:00,2024,0.61944444444444446,-1.74215,30.74420667,grassland,grassland,,yes,faecal,topi,,,,observed,,soft,male,adult,yes,no,,ET,It has rained today,,,
,5440,S079682,,,,,,,,,rwanda,akagera,park,,2024-12-12 00:00:00,2024,0.35069444444444442,-1.422586667,30.58357333,grassland,grassland,,yes,faecal,topi,,,,<24hr,,soft,unknown,adult,yes,no,,AN,,,,
,5344,S079683,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.52847222222222223,-1.678556683,30.67209253,woodland,woodland,,yes,faecal,waterbuck_defassa,,,,observed,,soft,male,adult,no,no,,ET,,,,
,5221,S079687,,,,,,,,,rwanda,akagera,park,,2024-11-12 00:00:00,2024,0.42499999999999999,-1.69104,30.731935,woodland,woodland,,yes,faecal,impala,,,,<24hr,,soft,unknown,adult,yes,no,,SM,It has rained last night,,,
,5336,S079690,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.34722222222222221,-1.895998783,30.71480162,woodland,woodland,,yes,faecal,warthog,,,,<24hr,,soft,unknown,unknown,no,no,,ET,,,,
,5272,S079692,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.42152777777777778,-1.915465,30.67891333,agriculture,other,Sorghum harvested land,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,AN,,,,
,5314,S079694,,,,,,,,,rwanda,akagera,park,,2024-11-22 00:00:00,2024,0.43125000000000002,-1.559855,30.72816333,woodland,woodland,,yes,faecal,hippopotamus,,,,<24hr,,soft,unknown,adult,no,no,,ET,It lightly raining right now,,,
,5234,S079695,,,,,,,,,rwanda,akagera,park,,2024-11-14 00:00:00,2024,0.6166666666666667,-1.518126667,30.66925167,woodland,woodland,,yes,faecal,impala,,,,observed,,soft,female,adult,no,no,,SM,,,,
,5338,S079696,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.37569444444444444,-1.82224465,30.7415109,woodland,woodland,,yes,faecal,rhino_black,,,,<24hr,,soft,unknown,adult,no,no,,ET,,,,
,5249,S079698,,,,,,,,,rwanda,akagera,park,,2024-11-18 00:00:00,2024,0.42916666666666664,-1.843999133,30.68660913,woodland,woodland,,yes,faecal,impala,,,,<24hr,,soft,unknown,juvenile,no,no,,ET,,,,
,4287,S079700,,,,,,,,,rwanda,akagera,control,,2024-10-01 00:00:00,2024,0.32222222222222224,-1.906155,30.68107,grassland,grassland,,yes,faecal,cow,,,Cow,<24hr,,soft,unknown,juvenile,no,no,,SMcow,In new park extended area,,,
,5293,S079701,,,,,,,,,rwanda,akagera,control,,2024-11-21 00:00:00,2024,0.39097222222222222,-1.918845883,30.67744223,grassland,grassland,,yes,faecal,goat,,,Goat,<24hr,,soft,unknown,adult,no,no,,ET,Herd of cattles around and recently used to be cultivated,,,
,5372,S079702,,,,,,,,,rwanda,akagera,park,,2024-11-28 00:00:00,2024,0.31458333333333333,-1.4451417,30.563255,savanna_woodland,savanna_woodland,,yes,faecal,hyaena_spotted,,,,<24hr,,soft,unknown,unknown,no,no,,AN,Less 2hrs.,,,
,5380,S079703,,,,,,,,,rwanda,akagera,park,,2024-12-09 00:00:00,2024,0.40208333333333335,-1.746436667,30.74142833,savanna_woodland,savanna_woodland,,yes,faecal,zebra_plains,,,,observed,,soft,male,adult,no,no,,AN,,,,
,5248,S079704,,,,,,,,,rwanda,akagera,park,,2024-11-18 00:00:00,2024,0.4152777777777778,-1.85581295,30.68718215,grassland,grassland,,yes,faecal,impala,,,,<24hr,,soft,unknown,adult,no,no,,ET,"The dung shape looks similar with the dungs of waterbuck, but footprint are showing Impala, so waterbuck also is suggested to this sample",,,
,5350,S079705,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.59027777777777779,-1.820500517,30.68348662,woodland,woodland,,yes,faecal,leopard,,,,1-2_days,,hard,unknown,adult,no,no,,ET,,,,
,5237,S079706,,,,,,,,,rwanda,akagera,park,,2024-11-15 00:00:00,2024,0.50138888888888888,-1.696726667,30.69810833,woodland,woodland,,yes,faecal,impala,,,,observed,,soft,female,adult,no,no,,ET,,,,
,5378,S079707,,,,,,,,,rwanda,akagera,park,,2024-12-09 00:00:00,2024,0.59930555555555554,-1.4569729,30.498581,woodland,woodland,,yes,faecal,lion,,,,1-2_days,,hard,unknown,unknown,no,no,,ET,The Small hairlike content within the dung initially led us to suspect it was leopard but presence of undigested grasses in the dung confirmed it was from a lion,,,
,5347,S079708,,,,,,,,,rwanda,akagera,park,,2024-11-26 00:00:00,2024,0.56597222222222221,-1.779300867,30.71416352,savanna_woodland,savanna_woodland,,yes,faecal,eland,,,,<24hr,,soft,unknown,adult,no,no,,ND,,,,
